uid,sentence1,sentence2,label
uit_Adver_111_1_21_01,Ngày Chuyển đổi số Việt Nam 2021 (Vietnam DX Day 2021) sẽ có 8 phiên hội nghị về 8 lĩnh vực trọng điểm và 2 phiên cho doanh nghiệp nhỏ và vừa.,Ngày Chuyển đổi số Việt Nam 2021 sẽ có 2 phiên hội nghị cho tất cả doanh nghiệp.,Intrinsic-Hal
uit_Adver_2548_5_11_13,Một hành lang mở chạy dọc nhà kết nối không gian sinh hoạt với khu vườn.,Không gian sinh hoạt được gắn với phần hành lang.,Entailment
uit_Adver_111_5_31_01,"Trong năm đầu được tổ chức, Vietnam DX Day 2020 thu hút hơn 2.000 đại biểu trực tiếp và hơn 10.000 khán giả trực tuyến theo dõi tham luận của 60 diễn giả trong hai ngày 11 - 12/9/2020.",Vietnam DX Day 2020 thu hút hơn 10.000 khán giả trong và ngoài nước theo dõi tham luận của 60 diễn giả trong hai ngày 11 - 12/9/2020.,Extrinsic-Hal
uit_Adver_1008_4_31_06,"Tuy nhiên, Musk lại phát tín hiệu ủng hộ với một đồng tiền khác khi cho biết ông đang làm việc với các nhà phát triển Dogecoin để ""cải thiện hiệu quả hệ thống giao dịch"" và tiềm năng rất hứa hẹn.",Musk chấp nhận người dùng thanh toán bằng Dogecoin do tiềm năng của nó rất hứa hẹn.,Extrinsic-Hal
uit_Adver_984_2_31_05,"Giống như rắn hổ mang, rắn taipan, rắn hổ phì, rắn biển mũi ngắn là thành viên trong họ Rắn hổ.",Rắn biển mũi ngắn có kích thước lớn nhất trong tất cả các thành viên còn lại thuộc họ Rắn hổ.,Extrinsic-Hal
uit_Adver_110_2_31_01,"Trong cuộc phỏng vấn với nhà báo Kara Swisher của New York Times hôm 5/4, CEO Apple Tim Cook đã chia sẻ hàng loạt vấn đề về Facebook, Tesla, Elon Musk cũng như các dự án về kính AR.","Các thông tin mật của Facebook, Tesla, Elon Musk và dự án kính thực tế ảo đã bị rõ rĩ bán giá cao.",Extrinsic-Hal
uit_Adver_1427_1_31_08,"Người phụ nữ 33 tuổi xét nghiệm PCR âm tính, xét nghiệm kháng thể dương tính nCoV, là trường hợp tiếp xúc gần ""bệnh nhân 4780"" (bà chủ quán bánh canh O Thanh).","""Bệnh nhân 4780"" lây bệnh cho người phụ nữ 33 tuổi.",Extrinsic-Hal
uit_Adver_1851_3_21_10,Tay vợt Tây Ban Nha nhập cuộc tốt khi thắng game đỡ bóng đầu trận.,Tay vợt Tây Ban Nha thua cuộc khi thắng game đỡ bóng đầu trận.,Intrinsic-Hal
uit_Adver_1152_3_31_06,"Quy đổi theo tỷ giá ngân hàng, mỗi lượng vàng quốc tế hiện tương đương với 49,4 triệu đồng, thấp hơn giá bán ra của SJC khoảng 6,2 triệu đồng.",Do SJC có chất lượng tốt hơn vàng quốc tế nên có giá bán luôn luôn cao hơn.,Extrinsic-Hal
uit_Adver_1096_1_11_06,"VN-Index sáng nay mất 27 điểm nhưng nhờ dòng tiền bắt đáy quyết liệt nên cuối phiên đảo chiều tăng gần 3 điểm, lên 1.242 điểm.","VN-Index sáng nay mất hơn 20 điểm nhưng nhờ dòng tiền bắt đáy quyết liệt nên cuối phiên đảo chiều tăng gần 3 điểm, lên 1.242 điểm",Entailment
uit_Adver_2102_4_21_11,"Các trường THPT được chọn là địa điểm tổ chức kỳ thi vào lớp 10 (ngày 4-5/6) và kỳ thi tốt nghiệp THPT (ngày 6-8/7) phải tổng vệ sinh trường lớp, mua sắm máy đo thân nhiệt, dung dịch sát khuẩn, khẩu trang, nước rửa tay hợp vệ sinh...",Các hoạt động vệ sinh trường lớp sẽ được thực khiện khi diễn ra trong thời gian cách ly và dọn mỗi ngày.,Extrinsic-Hal
uit_Adver_1365_1_21_07,"Vũ Đức Đông, 25 tuổi, khai sau khi tìm hiểu ""thế giới ngầm"" của gái mại dâm đã lập mưu quay lén trong phòng, ép các cô làm ""công cụ"" kiếm tiền.","Sau khi bóc bánh trả tiền, một thanh niên muốn đối xử thật tốt các cô gái.",Extrinsic-Hal
uit_Adver_1019_2_31_06,"Theo báo cáo chế độ tiền lương, tiền thưởng, Tập đoàn Bưu chính Viễn thông Việt Nam (VNPT) ước tính quỹ tiền lương, thưởng cho người quản lý doanh nghiệp thực hiện năm 2020 khoảng 15 tỷ đồng, tăng 17% so với kế hoạch.","Theo kế hoạch năm 2020, Tập đoàn Bưu chính Viễn thông Việt Nam tăng tiền lương, tiền thưởng.",Extrinsic-Hal
uit_Adver_1348_4_31_07,"Đầu tháng 4, Tiến mua những thanh sắt đã cắt ngắn khoảng một gang tay rồi hàn lại với nhau, đặt làm cân điện tử gắn chíp điều khiển từ xa.",Kế hoạch lừa đảo này đã được Tiến chuẩn bị từ đầu tháng 4.,Extrinsic-Hal
uit_Adver_873_2_11_05,"Các nhà khoa học phát hiện ngôi mộ cổ xưa nhất được xây dựng có chủ đích của con người ở châu Phi, IFL Science hôm 5/5 đưa tin.","Vào một ngày tháng 5 năm đó, bằng cách này hay cách khác, các nhà khoa học đã tìm ra một ngôi mộ.",Entailment
uit_Adver_931_5_11_05,Các giả thuyết trước đây cho rằng Hadrosaurid đã di cư từ Bắc Mỹ tới châu Á nhưng khám phá mới lại cho thấy điều ngược lại.,Những phỏng đoán trước đây về sự thay đổi địa bàn sinh sống của Hadrosaurid đã được chứng minh là sai bởi các phát hiện gần đây.,Entailment
uit_Adver_1905_4_31_10,"""Hy vọng tôi sẽ ghi thêm nhiều bàn nữa.",Cả đội hy vọng tôi có thể ghi bàn nhiều nhất có thể,Extrinsic-Hal
uit_Adver_1211_4_21_07,"Tại hiện trường, ngoài lượng tiền lớn tang vật, cảnh sát thu giữ 10 cây mã tấu của Đạt và đàn em.","Trước khi bị cảnh sát bắt giữ, Đạt và đàn em đã phi tang tất cả các chứng cứ phạm tội.",Intrinsic-Hal
uit_Adver_1838_1_11_10,"Theo cựu hậu vệ Real Roberto Carlos, nếu không có những sai lầm của trọng tài, Real đã vượt Atletico để vô địch La Liga mùa này sau khi thắng Granada 4-1 hôm 13/5.",Carlos tin rằng ngôi vương La Liga nên thuộc về Real Madrid.,Entailment
uit_Adver_2089_3_21_11,"Tuy nhiên, ông Huệ cho biết, tỉ lệ tiêm vaccine ở Việt Nam còn thấp, ""chưa thể tạo được miễn dịch cộng đồng"" để tạo thuận lợi cho phát triển kinh tế, xã hội, giao thương và du lịch...",Tỉ lệ tiêm vaccine ở Việt Nam đã tạo được miễn dịch cộng đồng,Intrinsic-Hal
uit_Adver_1083_2_21_06,"Tổng công ty Idico cho biết, doanh thu thuần quý đầu năm giảm nhẹ so với cùng kỳ, đạt trên 1.045 tỷ đồng.",Doanh thu cùng kì năm ngoái đạt 1.045 tỷ đồng.,Intrinsic-Hal
uit_Adver_1885_4_31_10,"Do mùa trước kết thúc muộn, Man City và các đội còn lại của Ngoại hạng Anh đã phải bắt đầu mùa này một cách vội vàng.",Man City và các đội còn lại của Ngoại hạng Anh đã phải kết thúc muộn mùa này.,Extrinsic-Hal
uit_Adver_914_1_11_05,Bồ Đào Nha sắp đưa vào hoạt động một cây cầu treo khổng lồ dành cho người đi bộ phía trên thung lũng sông Paiva ở miền bắc nước này.,Cây cầu treo đang trong quá trình hoàn thiện.,Entailment
uit_Adver_1211_2_31_07,"Ngày 17/5, Đạt, quê Hải Dương, cùng hơn 30 nam nữ bị Phòng cảnh sát Hình sự Công an TP HCM phối hợp quận Bình Tân bắt về hành vi Tổ chức đánh bạc và Đánh bạc.","Ngày 17/5, Đạt, 30 tuổi, đã bị bắt vì vi phạm pháp luật ở TP HCM.",Extrinsic-Hal
uit_Adver_111_1_31_01,Ngày Chuyển đổi số Việt Nam 2021 (Vietnam DX Day 2021) sẽ có 8 phiên hội nghị về 8 lĩnh vực trọng điểm và 2 phiên cho doanh nghiệp nhỏ và vừa.,Ngày Chuyển đổi số Việt Nam 2021 sẽ thúc đẩy doanh nghiệp nhỏ và vừa đầu tư cho 8 lĩnh vực trọng điểm.,Extrinsic-Hal
uit_Adver_1211_3_21_07,"Băng nhóm này bị hàng chục trinh sát ập vào căn nhà ba tầng trên đường 18, phường Bình Hưng Hòa, khống chế đêm qua.",Các chiến sĩ của phường Bình Hưng Hòa đã khống chế toàn bộ những tên tội phạm chỉ với 3 trinh sát.,Intrinsic-Hal
uit_Adver_98_5_31_01,"Năm ngoái, Oppo từng thuê một số giám đốc điều hành từ MediaTek - hiện là nhà thiết kế chip lớn nhất thế giới cho điện thoại thông minh.",Công ty Oppo chịu chi ra số tiền lớn để có thể nhanh chóng phát triển thành công dự án.,Extrinsic-Hal
uit_Adver_1594_3_21_08,"Sau khi ghi nhận ca bệnh, Trung tâm Kiểm soát Bệnh tật TP HCM (HCDC) đã điều tra, truy vết, khoanh vùng các trường hợp tiếp xúc.",Các trường hợp tiếp xúc với ca nhiễm đều dương tính.,Extrinsic-Hal
uit_Adver_2136_3_31_11,Ý tưởng làm tuyến trên cao này do Công ty cổ phần Đầu tư hạ tầng kỹ thuật TP HCM (CII) đề xuất.,Ý tưởng làm tuyến đường trên cao sẽ được thực hiện sớm.,Extrinsic-Hal
uit_Adver_1183_4_21_06,"Bất chấp việc vàng bị bán tháo vào thứ Sáu tuần trước, Jim Wyckoff, nhà phân tích cấp cao của Kitco nói rằng, vàng vẫn đang trong xu hướng tăng giá.",Chỉ có ít người bán vàng vào thứ Sáu tuần trước.,Intrinsic-Hal
uit_Adver_1436_4_31_08,"Theo bác sĩ Nguyễn Quang, Giám đốc Trung tâm Nam Học, xoắn tinh hoàn là một cấp cứu nam khoa thường gặp, chiếm khoảng 17% các trường hợp đau bìu cấp tính, 90% thường gặp ở lứa tuổi từ 13 đến 21.",Bác sĩ Nguyễn Quang làm một bác sĩ rất giỏi trong việc chữa trị các bệnh liên quan đến bìu ở lứa tuổi 13 đến 21..,Extrinsic-Hal
uit_Adver_2044_4_31_11,Thôn Núi Hiểu có tổng cộng 1.421 công nhân Hosiden ở trọ.,Thôn Núi Hiểu có tổng cộng 1.421 người ở trọ.,Extrinsic-Hal
uit_Adver_1052_3_11_06,"Đến cuối tháng 4, tổng số tài khoản chứng khoán của nhà đầu tư trong nước đạt hơn 3,1 triệu tài khoản, trong đó hơn 11.700 tài khoản của nhà đầu tư tổ chức trong nước, còn lại là nhà đầu tư cá nhân.",Số tài khoản được tạo ra trong tháng 4 đa số là tài khoản cá nhân.,Extrinsic-Hal
uit_Adver_1838_1_21_10,"Theo cựu hậu vệ Real Roberto Carlos, nếu không có những sai lầm của trọng tài, Real đã vượt Atletico để vô địch La Liga mùa này sau khi thắng Granada 4-1 hôm 13/5.",Real Roberto Carlos là một hậu vệ.,Intrinsic-Hal
uit_Adver_2537_3_11_13,"Nếu người lớn thường chú tâm đến những tiện ích như bếp, phòng khách thì em bé tám tuổi muốn căn nhà như một khu vui chơi để thỏa sức chạy nhảy.","Căn hộ được thiết kế như một khu vui chơi làm cho em bé cảm thấy rất vui vẻ, hạnh phúc",Extrinsic-Hal
uit_Adver_1365_3_11_07,"Theo Công an quận Hoàng Mai, Đông vừa đóng vai người môi giới vừa đóng vai khách mua dâm.",Đông sinh hoạt tình dục không lành mạnh.,Entailment
uit_Adver_700_3_11_04,"Trên các diễn đàn châu Á, nhan sắc của Hye Kyo được bàn luận nhiều.",Nhan sắc Song Hye Kyo được nhiều người bàn luận.,Entailment
uit_Adver_589_1_11_03,"Đề thi đánh giá năng lực của Đại học Quốc gia Hà Nội gồm 150 câu chia làm ba phần là tư duy định lượng, tư duy định tính và khoa học.",Các trường có thể chủ trương tổ chức các bài test.,Extrinsic-Hal
uit_Adver_1834_1_11_10,"Trên Sky Sports, cựu tiền vệ Roy Keane cho rằng màn thể hiện của Man Utd hai trận vừa qua cho thấy họ còn thua xa Man City ở Ngoại hạng Anh.",Roy Maurice Keane là một cầu thủ từng có vai trò tiền vệ khi còn đá bóng.,Entailment
uit_Adver_2440_5_11_13,"Chia sẻ với báo giới, anh Tang cho biết vô cùng bàng hoàng khi ""nuôi con tu hú"" ba năm qua.",Anh Tang sững sờ khi biết mình lại nuôi con của người khác mấy năm trời.,Entailment
uit_Adver_2184_1_21_11,"Chính quyền yêu cầu doanh nghiệp ngoài khu công nghiệp phải xét nghiệm Covid-19 cho tất cả chuyên gia, cán bộ quản lý, công nhân, người lao động.",Doanh nghiệp không phải cần xét nghiệm cho một sô nhân viên.,Intrinsic-Hal
uit_Adver_1845_5_21_10,Yếu tố tinh thần ảnh hưởng lớn đến thế trận.,"Vật chất quyết định ý thức, ý thức không có quyền lên tiếng.",Intrinsic-Hal
uit_Adver_224_2_31_02,Mawlay là nhà hàng ngoài trời nằm trong khuôn viên Bảo tàng Quốc gia Văn minh Ai Cập.,Trong khuôn viên của Bảo tàng có nhà hàng theo phong cách Ai Cập cổ đại.,Extrinsic-Hal
uit_Adver_365_3_31_02,"Tọa đàm do Tổng cục Du lịch phối hợp với báo điện tử VnExpress tổ chức ngày 3/4 tại FLC Sầm Sơn, Thanh Hóa.",VnExpress không có báo in.,Extrinsic-Hal
uit_Adver_596_2_21_03,"Ngày 11/3, Thủ tướng quyết định sáp nhập trường Cao đẳng Ninh Thuận (huyện Ninh Hải, Ninh Thuận) vào Đại học Nông lâm TP HCM.",Hiệu trưởng trường Đại học Nông lâm TP HCM là người ra quyết định cuối cùng cho việc sát nhập trường Cao đẳng Ninh Thuận.,Intrinsic-Hal
uit_Adver_628_3_21_04,"Thiết kế xẻ đến bụng, giúp người đẹp khoe vòng một.",Nhà thiết kế khoét hở vòng bùng để khoe lên đường cong cơ thể.,Intrinsic-Hal
uit_Adver_1936_5_21_10,Trọng tài Mateu Lahoz không thổi phạt đền với Barca và cho trận đấu tiếp tục,Tình huống phạm lỗi của Barcelona đã dẫn đến quả penalty.,Intrinsic-Hal
uit_Adver_2011_3_21_11,"Vừa qua các cơ quan chức năng và người dân ở Quảng Ninh đã triển khai nhiều giải pháp hiệu quả phòng, chống dịch.",Căn bản dịch bệnh tại Quảng Ninh đang chuyển biến sang hướng xấu.,Intrinsic-Hal
uit_Adver_1484_5_11_08,"Sau 30 phút, bác sĩ lấy thành công dị vật là một mảnh gỗ màu đen sậm, có nhiều cạnh nhọn, dính chặt vào cấu trúc xơ xung quanh.","Sau nửa tiếng đồng hồ tích tắc trôi, thứ vật chất kì lạ không nên xuất hiện đã được lấy ra khỏi nơi nó không thuộc về bởi bác sĩ.",Entailment
uit_Adver_1479_2_21_08,"""Tôi và rất nhiều người bệnh đã cách ly tại bệnh viện 17 ngày, được thực hiện đúng trách nhiệm, nghĩa vụ của người công dân giữa tâm dịch như hiện nay.",Tôi và nhiều người bệnh đã cách ly hơn 17 ngày.,Intrinsic-Hal
uit_Adver_1712_4_31_09,"Người phát ngôn Lầu Năm Góc John Kirby cho biết có thời điểm xuồng Iran chỉ cách tàu tuần duyên Mỹ khoảng 140 m, uy hiếp an toàn cho thủy thủ đoàn hai bên.",Thuỷ thủ đoàn tàu hai bên của Mỹ đã bị mất an toàn.,Extrinsic-Hal
uit_Adver_931_1_11_05,Các nhà cổ sinh vật học Nhật Bản tìm thấy phần còn lại của một con khủng long mỏ vịt đại diện cho một loài và chi hoàn toàn mới.,Một loài và chi khủng long mới đã được các nhà cổ sinh vật học đến từ Xứ sở hoa anh đào chứng minh là có tồn tại.,Entailment
uit_Adver_1968_1_11_10,"Tiền vệ Eden Hazard giãi bày về hành động cười đùa các cầu thủ Chelsea, sau trận bán kết lượt về Champions League tối 5/5.",Eden đùa giỡn với đội đối thủ.,Entailment
uit_Adver_1375_5_11_07,"Hoa nhận lời vận chuyển giúp vì ""tiện đường xuống Hà Nội khám bệnh"", và được hứa trả công 20 triệu đồng nếu giao thành công.",Hoa có việc tại Hà Nội nên dự định sẽ đến đó trong thời gian tới.,Entailment
